|Bank name|Customer name|Issue Type|Review|Review_Lemma|Keyword|Recency|Place|Sentiment|joy|sadness|fear|disgust|anger|Category|Issue type
624|HDFC Bank|S P N|| When I have applied for a persona loan with HDFC BANK, I was expecting my loan in a week time but they have taken almost more than 15 to 20 working days.|  when i have apply for a persona loan with HDFC BANK , i be expect my loan in a week time but they have take almost more than 15 to 20 working day .|week time| Aug 07, 2019|  vadodara|-0.66261|0.054696|0.171819|0.025842|0.131547|0.124386|Customer Service| Personal Loan
625|HDFC Bank|ESHITA ||The process was delay and sanctioned the loan more than a month.|the proces be delay and sanction the loan more than a month .|delay| Aug 07, 2019|  bangalore|-0.328049|0.014271|0.375401|0.038552|0.07724|0.112203|Customer Service| Personal Loan
626|HDFC Bank|ARJUN||The representative was a little unprofessional and not polite during the collection of documents.|the representative be a little unprofessional and not polite during the collection of document .|collection of document| Aug 07, 2019|  bangalore|-0.898234|0.070675|0.150379|0.083201|0.08478|0.136699|Customer Service| Personal Loan
627|HDFC Bank|S P||In Bangalore, they have only one branch but its very difficult to reach the bank and also consumes more time than required.|in Bangalore , they have only one branch but its very difficult to reach the bank and also consume more time than require .|time| Aug 07, 2019|  bangalore|-0.752855|0.072892|0.576829|0.131559|0.032309|0.019218|Customer Service| Personal Loan
628|HDFC Bank|CH|| I have selected HDFC personal loan 1 lakhs tenure 5 years , Rate of interest 11 percentage , one time processing fee is applicable.|  i have select HDFC personal loan 1 lakhs tenure 5 year , Rate of interest 11 percentage , one time processing fee be applicable .|time| Aug 07, 2019|  navi mumbai|-0.399417|0.141761|0.323677|0.056304|0.096469|0.135825|Customer Service| Personal Loan
629|HDFC Bank|K|| I am holding HDFC bank money back credit card for more than 9 months which was processed directly to bank.|  i be hold HDFC bank money back credit card for more than 9 month which be process directly to bank .|process| Aug 06, 2019|  chennai|-0.501141|0.127868|0.397805|0.074168|0.025552|0.290578|Customer Service| Credit Card
630|HDFC Bank|SADDAM ||but I have processed the personal loan with this bank due to urge.|but i have process the personal loan with this bank due to urge .|process| Aug 06, 2019|  medak|-0.623098|0.020412|0.160811|0.101613|0.029561|0.107713|Customer Service| Personal Loan
631|HDFC Bank|ANONYMS||There was a delay in my side hence it got delayed for 8 days.|there be a delay in my side hence it get delay for 8 day .|delay| Aug 06, 2019|  dindigul|-0.788568|0.038981|0.652527|0.054219|0.110091|0.223287|Customer Service| Personal Loan
632|HDFC Bank|LA||The customer service is not good in response.|the customer service be not good in response .|response| Aug 08, 2019|  hyderabad|-0.968434|0.09663|0.133173|0.006668|0.180445|0.17928|Customer Service| Credit Card
633|HDFC Bank|RJ||At times, Its very difficult to connect with the executive and personal banker which could be simpler or else they can call me back on a priority.|at time , its very difficult to connect with the executive and personal banker which could be simple or else they can call me back on a priority .|time| Aug 08, 2019|  goa|-0.493529|0|0|0|0|0|Customer Service| Saving Account
634|HDFC Bank|SANKAR||The interest rate is normal and there was no much difference.|the interest rate be normal and there be no much difference .|much difference| Aug 08, 2019|  madurai|-0.566764|0.110333|0.137017|0.079477|0.181816|0.095146|Customer Service| Personal Loan
635|HDFC Bank|MANICKAVELU||From HDFC main branch, they have delayed in verification process.|from HDFC main branch , they have delay in verification proces .|delay| Aug 08, 2019|  erode|-0.765312|0.02554|0.507477|0.054128|0.089169|0.185148|Customer Service| Personal Loan
636|HDFC Bank| PALLAPU||At the time of taking the loan, the rate of interest is competitive because the rate of Interest is 11.75% and there is no processing fee.|at the time of take the loan , the rate of interest be competitive because the rate of Interest be 11.75 % and there be no processing fee .|time| Aug 09, 2019|  hyderabad|-0.633344|0.032716|0.137526|0.041745|0.061543|0.072961|Customer Service| Personal Loan
637|HDFC Bank|SHAZIA || I have a credit card with HDFC BANK and it was given at the time of opening my account because of my own experience with them, I am not happy to use the card further.|  i have a credit card with HDFC BANK and it be give at the time of open my account because of my own experience with them , i be not happy to use the card further .|own experience| Aug 09, 2019|  new delhi|-0.775375|0.088101|0.388934|0.046222|0.014771|0.19744|Customer Service| Credit Card
639|HDFC Bank|SHAZIA ||I never got a good customer service and they have collected the documents several times, there was no revert from them.|i never get a good customer service and they have collect the document several time , there be no revert from them .|time| Aug 09, 2019|  new delhi|-0.822985|0.227141|0.336691|0.093915|0.269554|0.126608|Customer Service| Credit Card
640|HDFC Bank|VIDULA N ||The challenge is I can call the customer care only from my register mobile number because of this reason am not using the card since don't receive OTP to my new number and need to update.|the challenge be i can call the customer care only from my register mobile number because of this reason be not use the card since do n't receive OTP to my new number and nee to update .|reason| Aug 09, 2019|  chennai|-0.919511|0.194712|0.445184|0.047398|0.017661|0.052472|Customer Service| Credit Card
641|HDFC Bank|R||Rate of interest is very high, I tried to negotiate but there was no response from the bank.|Rate of interest be very high , i try to negotiate but there be no response from the bank .|response| Aug 08, 2019|  hyderabad|-0.607255|0.259385|0.33276|0.137929|0.035775|0.108444|Customer Service| Personal Loan
642|HDFC Bank|M ||only one time it was not satisfactory because of payment issue.|only one time it be not satisfactory because of payment issue .|time| Aug 09, 2019|  new delhi|-0.7488|0.036945|0.33337|0.023091|0.023754|0.117633|Customer Service| Saving Account
643|HDFC Bank|K||The credit limit is not good and need to increase as per customer request.|the credit limit be not good and nee to increase as per customer request .|customer request| Aug 09, 2019|  bangalore|-0.527664|0.047765|0.136428|0.080791|0.029705|0.103958|Customer Service| Credit Card
644|HDFC Bank|A JOSEPH ||Initially I have done 2 late payments and they have not charged because have explained them the reason.|initially i have do 2 late payment and they have not charge because have explain them the reason .|reason| Aug 08, 2019|  chennai|-0.838842|0.019143|0.21395|0.111529|0.059062|0.165629|Customer Service| Credit Card
645|HDFC Bank|JOSEPH ||I got NOC letter without delay.|i get NOC letter without delay .|delay| Aug 08, 2019|  chennai|-0.560304|0.137764|0.380013|0.15184|0.071885|0.326286|Customer Service| Personal Loan
646|HDFC Bank|B SUKUMARAN ||I am not getting alert sms for EMI due and rest of the things are good.|i be not get alert sm for EMI due and rest of the thing be good .|rest of the thing| Aug 08, 2019|  kolkata|-0.574047|0.267656|0.25691|0.070821|0.038343|0.059741|Customer Service| Personal Loan
647|HDFC Bank|SABA||The customer support is not upto the mark , the response of the executive are not prompt they keep on hold the call|the customer support be not upto the mark , the response of the executive be not prompt they keep on hold the call|customer support| Aug 08, 2019|  hyderabad|-0.957292|0.107676|0.166687|0.024815|0.312946|0.057575|Customer Service| Credit Card
649|HDFC Bank|EDU||I have got the loan on time without any delay .I am not having any difficulties with rat of interest and the processing fee .I am totally satisfied with the service .|i have get the loan on time without any delay .i be not have any difficulty with rat of interest and the processing fee .i be totally satisfied with the service .|delay| Aug 09, 2019|  bangalore|-0.68127|0.060065|0.068874|0.006311|0.488677|0.204323|Customer Service| Personal Loan
651|HDFC Bank|SAMRUDDHI ||"I have got the loan sanctioned on time and there was no difficulties faced so far .I am pretty comfortable with the service .
 "|"i have get the loan sanction on time and there be no difficulty face so far .i be pretty comfortable with the service . 
 "|time| Aug 09, 2019|  pune|-0.361686|0.146313|0.178389|0.018645|0.140013|0.121433|Customer Service| Personal Loan
652|HDFC Bank| KIRAN|| I don't have a EMI facility on my card for the bulk purchase which is the only problem i face from my HDFC urban credit card.|  i do n't have a EMI facility on my card for the bulk purchase which be the only problem i face from my HDFC urban credit card .|only problem| Aug 07, 2019|  hyderabad|-0.866224|0.034279|0.552221|0.11973|0.027981|0.119038|Customer Service| Credit Card
653|HDFC Bank|ABHI||HDFC BANK is good and they have sanctioned the loan on quite less time.|HDFC BANK be good and they have sanction the loan on quite less time .|less time| Aug 07, 2019|  lucknow|-0.299196|0.384837|0.278157|0.11428|0.030668|0.067112|Customer Service| Personal Loan
654|HDFC Bank|VICTORIA ||I couldn't connect their customer support, obviously I suggest them reduce the charges but the processing time is better.|i could n't connect their customer support , obviously i suggest them reduce the charge but the processing time be well .|customer support| Aug 10, 2019|  secunderabad|-0.917248|0.135136|0.114696|0.036497|0.190098|0.05443|Customer Service| Personal Loan
655|HDFC Bank|AMAN ||3500 as a processing charges its not upto the mark.|3500 as a processing charge its not upto the mark .|processing charge| Aug 10, 2019|  mumbai|-0.788134|0.055937|0.217321|0.051265|0.217969|0.184102|Customer Service| Personal Loan
656|HDFC Bank|LOKESH ||The process was delay and took around 10 days to complete.|the proces be delay and take around 10 day to complete .|delay| Aug 10, 2019|  mangalore|-0.446261|0.123137|0.475318|0.063875|0.091881|0.275052|Customer Service| Personal Loan
658|HDFC Bank|SU|| I felt the customer support is not responsive on my loan documentation,even they gave me wrong information on the signature part due to this reason I paid the penalty because of lack of guidance.|  i feel the customer support be not responsive on my loan documentation , even they give me wrong information on the signature part due to this reason i pay the penalty because of lack of guidance .|customer support| Aug 11, 2019|  hyderabad|-0.966376|0.040163|0.181821|0.039443|0.070934|0.034706|Customer Service| Personal Loan
662|HDFC Bank| SIVA||6 lakhs for the duration of four years, the process got delayed they took 15 days of time to complete the process.|6 lakhs for the duration of four year , the proces get delay they take 15 day of time to complete the proces .|day of time| Aug 11, 2019|  bangalore|-0.476853|0.136847|0.528168|0.051663|0.106718|0.226342|Customer Service| Car Loan
664|HDFC Bank|M B|| HDFC salary account experience is good but am not satisfied with their customer care because am not getting prompt response.|  HDFC salary account experience be good but be not satisfied with their customer care because be not get prompt response .|prompt response| Aug 09, 2019|  bangalore|-0.984744|0.21006|0.346615|0.026456|0.090929|0.194024|Customer Service| Other Loan
665|HDFC Bank|AMIRTHA || I felt, the rate of interest could have been little lesser because Initial conversion they have told me rate of interest was 12.25% but HDFC has changed suddenly before the final day of disbursement to 12.35% though it doesn't make a big difference|  i feel , the rate of interest could have be little less because Initial conversion they have tell me rate of interest be 12.25 % but HDFC have change suddenly before the final day of disbursement to 12.35 % though it do n't make a big difference|Initial conversion| Aug 09, 2019|  chennai|-0.711036|0.075861|0.278182|0.150038|0.117134|0.146915|Customer Service| Personal Loan
666|HDFC Bank|VAYA||The process was delay so they have sanctioned a loan after one and half month only.|the proces be delay so they have sanction a loan after one and half month only .|delay| Aug 12, 2019|  chennai|-0.394584|0.007994|0.466025|0.073846|0.146498|0.200055|Customer Service| Personal Loan
667|HDFC Bank|S||My application has been closed and I don't know for what reason they closed my application.|my application have be close and i do n't know for what reason they close my application .|reason| Aug 13, 2019|  delhi|-0.554835|0.087207|0.360363|0.022561|0.066092|0.098282|Customer Service| Personal Loan
668|HDFC Bank|SOURAV ||have,I have not faced any issues when applied for this loan and not submitted the documents .I have not taken this loan since there is no requirement at that time that is the only reason .|have , i have not face any issue when apply for this loan and not submit the document .i have not take this loan since there be no requirement at that time that be the only reason .|only reason| Aug 13, 2019|  asansol|-0.805965|0.018665|0.246434|0.028456|0.034275|0.095774|Customer Service| Personal Loan
670|HDFC Bank|D||I have not told me the reason|i have not tell me the reason|reason| Aug 13, 2019|  chennai|-0.802074|0.353297|0.304874|0.118286|0.068413|0.15497|Customer Service| Personal Loan
671|HDFC Bank|D||so I called them many times but there was no response.|so i call them many time but there be no response .|response| Aug 13, 2019|  chennai|-0.855995|0.174219|0.151545|0.093654|0.072945|0.08686|Customer Service| Personal Loan
672|HDFC Bank|BANERJ||There was no charges found at the time when I went to out of station, I would say they are user friendly.|there be no charge find at the time when i go to out of station , i would say they be user friendly .|time| Aug 13, 2019|  kolkata|-0.3693|0.168135|0.319471|0.094506|0.049913|0.084551|Customer Service| Saving Account
673|HDFC Bank|A||I told them due date should be after 10th because sometimes salary get credited late but due date is on 6th.|i tell them due date should be after 10th because sometimes salary get credit late but due date be on 6th .|due date| Aug 12, 2019|  lucknow|-0.778605|0.045855|0.322566|0.076938|0.034138|0.075278|Customer Service| Personal Loan
674|HDFC Bank|S R||Last time, I was facing an issue for changing my address so suggest them to have option online rather visiting home branch.|Last time , i be face an issue for change my addres so suggest them to have option online rather visit home branch .|Last time| Aug 12, 2019|  chennai|-0.689267|0.024694|0.314086|0.183689|0.057925|0.192628|Customer Service| Saving Account
676|HDFC Bank|KU||It is a life time free credit card and the credit limit which was given is low for 40 thousands only which is not sufficient.|it be a life time free credit card and the credit limit which be give be low for 40 thousand only which be not sufficient .|life time| Aug 12, 2019|  visakhapatnam|-0.578859|0.108906|0.58119|0.071826|0.199425|0.208341|Customer Service| Credit Card
677|HDFC Bank|VENKATA || I have applied for HDFC Bank Personal Loan which was applied through Online .I have got the loan amount on time and there was no difficulties with rate of interest and the processing fee since it was modified|  i have apply for HDFC Bank Personal Loan which be apply through Online .i have get the loan amount on time and there be no difficulty with rate of interest and the processing fee since it be modify|time| Aug 10, 2019|  hyderabad|-0.59667|0.02554|0.260701|0.030679|0.076045|0.065357|Customer Service| Personal Loan
678|HDFC Bank|SUGUNA R||but I got the money after 20 days of time, no body responded me back.|but i get the money after 20 day of time , no body respond me back .|day of time| Aug 10, 2019|  bangalore|-0.804616|0.272752|0.455136|0.110676|0.128151|0.139896|Customer Service| Personal Loan
679|HDFC Bank|SUGUNA R||Overall the process got delay even I expected Rs.3 lakhs|overall the proces get delay even i expect Rs.3 lakhs|delay| Aug 10, 2019|  bangalore|-0.663275|0.043048|0.315043|0.04884|0.157882|0.190783|Customer Service| Personal Loan
680|HDFC Bank|VULLURI || I have not faced much difficulties when applied for HDFC Bank Personal Loan , The loan amount got on time ,The agent gave all the information about the loan process , The rate of interest and the processing fee was bit high ,while document submission there was no issues .I am pretty comfortable with the service .|  i have not face much difficulty when apply for HDFC Bank Personal Loan , the loan amount get on time , the agent give all the information about the loan proces , the rate of interest and the processing fee be bite high , while document submission there be no issue .i be pretty comfortable with the service .|much difficulty| Aug 10, 2019|  bangalore|-0.796678|0.02751|0.246569|0.032417|0.025931|0.082655|Customer Service| Personal Loan
681|HDFC Bank|NITIN|| My need is already fulfilled by some other source hence have not taken a personal loan from HDFC BANK.|  my need be already fulfil by some oth source hence have not take a personal loan from HDFC BANK .|need| Aug 13, 2019|  jabalpur|-0.605228|0.03848|0.274294|0.127564|0.004599|0.113264|Customer Service| Personal Loan
682|HDFC Bank|SAYAN|| Basically I don't required to take the loan at that point of time from HDFC bank.|  basically i do n't require to take the loan at that point of time from HDFC bank .|point of time| Aug 13, 2019|  kolkata|-0.551448|0.053757|0.420491|0.031937|0.040206|0.145007|Customer Service| Personal Loan
683|HDFC Bank|SAYAN||But still I got the response only from the online channel not from the bank end.|but still i get the response only from the online channel not from the bank end .|response| Aug 13, 2019|  kolkata|-0.842082|0.164044|0.497602|0.201386|0.060522|0.160342|Customer Service| Personal Loan
684|HDFC Bank|SAYAN||I felt the response is lacking|i feel the response be lack|response| Aug 13, 2019|  kolkata|-0.937135|0.269596|0.485167|0.101646|0.07693|0.104323|Customer Service| Personal Loan
686|HDFC Bank|ARVIND || The process was very delayed, I have submitted the documents to the HDFC BANK but the response was not proper.|  the proces be very delay , i have submit the document to the HDFC BANK but the response be not prop .|delay| Aug 13, 2019|  nellore|-0.308331|0.005953|0.667524|0.04654|0.092394|0.226653|Customer Service| Personal Loan
688|HDFC Bank|M||I wanted to submit hard copy|i want to submit hard copy|hard copy| Aug 13, 2019|  mumbai|-0.555642|0.033496|0.689854|0.033533|0.002796|0.044303|Customer Service| Personal Loan
689|HDFC Bank|V||I had received the loan amount on time, I did not get full amount as they deducted some amount for processing fee and other charges.|i have receive the loan amount on time , i do not get full amount as they deduct some amount for processing fee and oth charge .|time| Aug 13, 2019|  ahmedabad|-0.823098|0.055573|0.161332|0.008658|0.074378|0.044442|Customer Service| Personal Loan
690|HDFC Bank|L N||I got the international times point debit card without any charges and I am getting points on the spends.|i get the international time point debit card without any charge and i be get point on the spend .|point| Aug 23, 2019|  chennai|-0.831417|0.242892|0.505552|0.061084|0.013517|0.240975|Customer Service| Saving Account
691|HDFC Bank|VINEET JGGI|| When I have applied for the HDFC personal loan at the time, the bank rate of interest was very higher.|  when i have apply for the HDFC personal loan at the time , the bank rate of interest be very high .|time| Aug 23, 2019|  new delhi|-0.505672|0.026045|0.172292|0.02866|0.031723|0.043746|Customer Service| Personal Loan
692|HDFC Bank|RA ||Even though the representative contacted me to collect the document but nobody turned up to get the documents.|even though the representative contact me to collect the document but nobody turn up to get the document .|nobody turn| Aug 23, 2019|  nagpur|-0.609785|0.180071|0.157984|0.214112|0.051652|0.231185|Customer Service| Personal Loan
693|HDFC Bank|MOHAMED||They have rejected the loan without saying any exact reason|they have reject the loan without say any exact reason|exact reason| Aug 23, 2019|  chennai|-0.652116|0.034203|0.495925|0.342909|0.035787|0.290011|Customer Service| Personal Loan
694|HDFC Bank|MOHAMED||and i didn't get any update regarding the interest rate.|and i do n't get any update regard the interest rate .|update regard| Aug 23, 2019|  chennai|-0.645287|0.074341|0.11161|0.044824|0.062117|0.079438|Customer Service| Personal Loan
695|HDFC Bank|GAJANAN||From bank side they rejected the loan and they haven't given any reason.|from bank side they reject the loan and they have n't give any reason .|reason| Aug 23, 2019|  hyderabad|-0.878923|0.014082|0.516677|0.068358|0.081259|0.156238|Customer Service| Personal Loan
696|HDFC Bank|YARAPATI || Reason for rejecting my loan application was very lower because I was expected around Rs.|  Reason for reject my loan application be very low because i be expect around r .|Reason| Aug 23, 2019|  hyderabad|-0.909031|0.00656|0.379858|0.041897|0.238122|0.16794|Customer Service| Personal Loan
697|HDFC Bank|SRIKANTH ||They have provided me a limit of 50K and have approached them to increase my limit so many times but they are not considering my request even it does not have an option for EMI conversion hence am planning to cancel this card.|they have provide me a limit of 50 K and have approach them to increase my limit so many time but they be not consider my request even it do not have an option for EMI conversion hence be plan to cancel this card .|request| Aug 11, 2019|  bangalore|-0.813989|0.02382|0.464666|0.049936|0.02033|0.10174|Customer Service| Credit Card
698|HDFC Bank|APPU||The customer service people are rude|the customer service people be rude|customer service people| Aug 11, 2019|  bangalore|-0.946911|0.013546|0.206499|0.044971|0.331745|0.70105|Customer Service| Credit Card
699|HDFC Bank|SEENA || There was no response from Hdfc bank executive for couple of days for the loan process.|  there be no response from Hdfc bank executive for couple of day for the loan proces .|response| Aug 11, 2019|  bangalore|-0.599263|0.085659|0.115445|0.08591|0.039684|0.10653|Customer Service| Personal Loan
701|HDFC Bank|ARUN ||The loan process was little bit delay but its okay.|the loan proces be little bit delay but its okay .|little bit delay| Aug 11, 2019|  thrissur|-0.873241|0.012968|0.393526|0.068532|0.061213|0.110528|Customer Service| Personal Loan
702|HDFC Bank|SUNIL ||The rate of interest for 12% informed at first time later they have increased to 17% which was unhappy and processing fee for 4000 rupees.|the rate of interest for 12 % inform at first time later they have increase to 17 % which be unhappy and processing fee for 4000 rupee .|time| Aug 11, 2019|  jamshedpur|-0.458973|0.124466|0.257666|0.057221|0.059934|0.056907|Customer Service| Personal Loan
703|HDFC Bank|LOBSANG || I am not interested to take the personal loan from HDFC because of my personal issue.|  i be not interested to take the personal loan from HDFC because of my personal issue .|personal issue| Aug 23, 2019|  bangalore|-0.819545|0.016607|0.196499|0.033009|0.055813|0.149062|Customer Service| Personal Loan
704|HDFC Bank|D||and I don't know the reason.|and i do n't know the reason .|reason| Aug 23, 2019|  kolkata|-0.770918|0.269501|0.261218|0.110229|0.072313|0.145478|Customer Service| Personal Loan
705|HDFC Bank|D||I told him I want to submit hard copy and discuss about the loan face to face.|i tell him i want to submit hard copy and discus about the loan face to face .|hard copy| Aug 23, 2019|  kolkata|-0.689828|0.0173|0.42129|0.079831|0.023855|0.048925|Customer Service| Personal Loan
706|HDFC Bank|D||After that I did not get any response.|after that i do not get any response .|response| Aug 23, 2019|  kolkata|-0.830991|0.177401|0.167876|0.056391|0.102092|0.151551|Customer Service| Personal Loan
707|HDFC Bank| ASHRAF ||I don't know the reason why my loan has been canceled.|i do n't know the reason why my loan have be cancel .|reason| Aug 23, 2019|  new delhi|-0.894863|0.014178|0.356373|0.042848|0.076446|0.12249|Customer Service| Personal Loan
708|HDFC Bank|PERUMAL M M||The bank response is not so effective to confirm my requirement, so it would be great if they improve their communication even my friend tried to take loan for past one month there is no response from the bank.|the bank response be not so effective to confirm my requirement , so it would be great if they improve their communication even my friend try to take loan for past one month there be no response from the bank .|bank response| Aug 23, 2019|  nellore|-0.279623|0.03284|0.114131|0.026581|0.029347|0.005622|Customer Service| Personal Loan
710|HDFC Bank|R||but no one came to collect hard copy.|but no one come to collect hard copy .|hard copy| Aug 23, 2019|  lucknow|-0.927568|0.060084|0.604194|0.117483|0.055251|0.063196|Customer Service| Personal Loan
711|HDFC Bank|GEETHA || When I need loan at the time, I don't have pay slip that is reason the HDFC Bank have the closed the application.|  when i nee loan at the time , i do n't have pay slip that be reason the HDFC Bank have the close the application .|reason| Aug 23, 2019|  hyderabad|-0.862792|0.09973|0.662396|0.025662|0.026974|0.246431|Customer Service| Personal Loan
713|HDFC Bank|GEETHA ||At last I got the pay slip by that time the bank didn't contact me, I feel the regular follow up was not there, I suggest them to improve on it.|at last i get the pay slip by that time the bank do n't contact me , i feel the regular follow up be not there , i suggest them to improve on it .|time| Aug 23, 2019|  hyderabad|-0.876752|0.099541|0.573788|0.034883|0.018722|0.386791|Customer Service| Personal Loan
714|HDFC Bank|SHARAN|| I am using the moneyback card from HDFC and whenever i do a purchase, they will give a rewards points if there is any delay in making the payment they will waive of the charges.|  i be use the moneyback card from HDFC and whenever i do a purchase , they will give a reward point if there be any delay in make the payment they will waive of the charge .|delay| Aug 27, 2019|  bangalore|-0.562881|0.026703|0.260871|0.018659|0.075535|0.201157|Customer Service| Credit Card
716|HDFC Bank|AR||They are not doing time to time credit limit enhance and it was low for this card.|they be not do time to time credit limit enhance and it be low for this card .|time| Aug 27, 2019|  hyderabad|-0.78321|0.035159|0.528302|0.097193|0.111485|0.131176|Customer Service| Credit Card
717|HDFC Bank| ATHI|| Based on the salary account they are providing value added service like personal loan without any documents and the processing time is very lesser|  base on the salary account they be provide value add service like personal loan without any document and the processing time be very less|time| Aug 27, 2019|  bangalore|-0.549445|0.069182|0.192475|0.031467|0.036247|0.066879|Customer Service| Other Loan
718|HDFC Bank|NK|| I had a bad experience from HDFC and there was no clarity on the documents.|  i have a bad experience from HDFC and there be no clarity on the document .|bad experience| Aug 26, 2019|  hyderabad|-0.942018|0.02104|0.43416|0.24489|0.131564|0.274584|Customer Service| Two Wheeler Loan
719|HDFC Bank|NIJHARA|| I am using HDFC bank credit card for more than a year, complimentary offers are very less, customer care service is not good as we need to wait very long time to get connected to their agents, rate of interest are charged high if we convert any transactions to an EMI.|  i be use HDFC bank credit card for more than a year , complimentary offer be very less , customer care service be not good as we nee to wait very long time to get connect to their agent , rate of interest be charge high if we convert any transaction to an EMI .|long time| Aug 25, 2019|  new delhi|-0.786389|0.282397|0.416801|0.044253|0.036961|0.172732|Customer Service| Credit Card
720|HDFC Bank|MUTHIYALU ||Whenever i am in out of station, i make the payment in delay for that they used to charge me a late fee which is not convenient for me.|whenever i be in out of station , i make the payment in delay for that they use to charge me a late fee which be not convenient for me .|delay| Aug 25, 2019|  chennai|-0.901871|0.00741|0.31505|0.034984|0.084943|0.175973|Customer Service| Credit Card
725|HDFC Bank|PARAG || I don't like the HDFC credit card without any reason.|  i do n't like the HDFC credit card without any reason .|reason| Aug 26, 2019|  hyderabad|-0.912475|0.048874|0.511365|0.057848|0.03469|0.128704|Customer Service| Credit Card
726|HDFC Bank|PARAG ||Their customer care support is very bad because there is a delay in contacting them.|their customer care support be very bad because there be a delay in contact them .|customer care support| Aug 26, 2019|  hyderabad|-0.940022|0.003259|0.738199|0.048093|0.160975|0.28402|Customer Service| Credit Card
728|HDFC Bank|JAISHI|| I am using HDFC bank credit card where the offer are always available but the customer care service is very bad need to wait for so much of time to get connected to their agents.|  i be use HDFC bank credit card where the offer be always available but the customer care service be very bad need to wait for so much of time to get connect to their agent .|bad need| Aug 25, 2019|  bangalore|-0.936059|0.022102|0.631542|0.081215|0.076568|0.248539|Customer Service| Credit Card
730|HDFC Bank| RAJESHKUMAR||I got reward points for my transacations but the drawback with the points is I cannot utilize these points for further purchase.|i get reward point for my transacation but the drawback with the point be i can not utilize these point for furth purchase .|point| Aug 28, 2019|  coimbatore|-0.910572|0.114893|0.352235|0.031252|0.035178|0.221922|Customer Service| Credit Card
731|HDFC Bank|C S||Within a weeks time I got the amount, the process was happened by the door step.|within a week time i get the amount , the proces be happen by the door step .|week time| Aug 27, 2019|  hyderabad|-0.499743|0.405781|0.253414|0.107677|0.074042|0.04725|Customer Service| Personal Loan
732|Axis Bank|R K|| In Axis salary account there is no many consolidated charges in that case they need to work more, example they don't have narration on the debited amount, if they take Rs.50 also they won't mention the reason.|  in Axis salary account there be no many consolidated charge in that case they nee to work more , example they do n't have narration on the debit amount , if they take Rs.50 also they wo n't mention the reason .|reason| Aug 30, 2019|  noida|-0.851017|0.351012|0.263087|0.162067|0.079256|0.136803|Customer Service| Other Loan
733|Axis Bank|R K||Whenever I spoke with the customer support they also blindly reply the same thing rather giving clarity about the charges.|whenever i speak with the customer support they also blindly reply the same thing rather give clarity about the charge .|customer support| Aug 30, 2019|  noida|-0.908677|0.167718|0.102186|0.038626|0.104293|0.357385|Customer Service| Other Loan
734|Axis Bank|K|| I closed the Axis personal loan, I took 1.40 lakh best part we don't want to worry about the foreclosure|  i close the Axis personal loan , i take 1.40 lakh good part we do n't want to worry about the foreclosure|good part| Aug 30, 2019|  noida|-0.53921|0.275014|0.056109|0.658163|0.007131|0.020777|Customer Service| Personal Loan
735|Axis Bank| GEEVI||As of now, am doing time to time payment so no idea about the charges.|as of now , be do time to time payment so no idea about the charge .|time| Aug 29, 2019|  chennai|-0.611022|0.047175|0.230878|0.03154|0.068557|0.117506|Customer Service| Credit Card
736|Axis Bank|ABHI|| I have been holding Axis bank credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, among all the card this bank card service is good, their customer care response me well|  i have be hold Axis bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good , among all the card this bank card service be good , their customer care response me well|long time| Jun 27, 2019|  bangalore|-0.555078|0.137801|0.448725|0.090592|0.022668|0.136693|Customer Service| Credit Card
739|Axis Bank|P|| I recently applied for got personal loan with Axis bank, the reason for choosing this loan is because of their service they use to give good service, the loan amount which they have given to me was sufficient, the rate of interest they have charged me was nominal so far i did not face any issue.|  i recently apply for get personal loan with Axis bank , the reason for choose this loan be because of their service they use to give good service , the loan amount which they have give to me be sufficient , the rate of interest they have charge me be nominal so far i do not face any issue .|reason| Jun 27, 2019|  pune|-0.308711|0.168099|0.105071|0.009761|0.039759|0.059509|Customer Service| Personal Loan
740|Axis Bank|CHANDRAKANT|| I have been holding Axis bank credit card from long time, They have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, they have given me as per my requirement, so far i did not face any issue.|  i have be hold Axis bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good , they have give me as per my requirement , so far i do not face any issue .|long time| Jun 27, 2019|  pune|-0.815992|0.137801|0.448725|0.090592|0.022668|0.136693|Customer Service| Credit Card
742|Axis Bank|ABI||I have lots of queries which is not yet resolved.|i have lot of query which be not yet resolve .|lot of query| Jun 27, 2019|  new delhi|-0.58506|0.253379|0.194308|0.13592|0.051277|0.080733|Customer Service| Saving Account
743|Axis Bank| M||The customer support is not good in this bank.|the customer support be not good in this bank .|customer support| Jun 27, 2019|  kolkata|-0.929155|0.216007|0.259665|0.07996|0.091921|0.079564|Customer Service| Saving Account
744|Axis Bank|T M|| I am not satisfied with the card because they have not informed the details of the card and not informed the credit limit also no offers explained.|  i be not satisfied with the card because they have not inform the detail of the card and not inform the credit limit also no offer explain .|detail of the card| Jun 27, 2019|  kolkata|-0.983493|0.045507|0.161652|0.04989|0.030048|0.261383|Customer Service| Credit Card
745|Axis Bank|T M||The customer service is not good also the call not getting connected on time.|the customer service be not good also the call not get connect on time .|time| Jun 27, 2019|  kolkata|-0.964591|0.165175|0.239096|0.023091|0.101612|0.15353|Customer Service| Credit Card
